timestamp,message
1619032644743,2021-04-21 19:17:24.743 110 INFO     unpackage_s2.py:141:unpackage -- Changing directories to: /var/scratch/7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511.SAFE
1619032646399,2021-04-21 19:17:26.398 110 INFO     unpackage_s2.py:266:unpackage -- Completion of Sentinel-2 unpackaging into: /var/scratch/7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511.SAFE
1619032646508,Folder opened successfully
1619032646508,"File Number 0 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B02.jp2"""
1619032669352,"File Number 1 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B11.jp2"""
1619032676342,"File Number 2 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B04.jp2"""
1619032700470,"File Number 3 ""T31TFJ_20200414T103021_TCI.jp2"""
1619032739141,"File Number 4 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B09.jp2"""
1619032739951,"File Number 5 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B08.jp2"""
1619032764778,"File Number 6 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B10.jp2"""
1619032765385,"File Number 7 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B05.jp2"""
1619032773625,"File Number 8 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B12.jp2"""
1619032780974,"File Number 9 ""MTD_TL.xml"""
1619032780974,skipping file...
1619032780974,"File Number 10 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B03.jp2"""
1619032804186,"File Number 11 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B8A.jp2"""
1619032811337,"File Number 12 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B01.jp2"""
1619032812143,"File Number 13 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B06.jp2"""
1619032819149,"File Number 14 ""MTD_MSIL1C.xml"""
1619032819149,skipping file...
1619032819149,"File Number 15 ""S2A_MSI_L1C_T31TFJ_20200414_20200414_B07.jp2"""
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 10980x10980x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 10980x10980x15 unsigned
1619032826269,Raw image characteristics: 3 components
1619032826269,Component 0 characteristics: 10980x10980x8 unsigned
1619032826269,Component 1 characteristics: 10980x10980x8 unsigned
1619032826269,Component 2 characteristics: 10980x10980x8 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 1830x1830x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 10980x10980x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 1830x1830x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 10980x10980x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 1830x1830x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826269,Raw image characteristics: 1 components
1619032826269,Component 0 characteristics: 5490x5490x15 unsigned
1619032826273,convert_sentinel_to_espa version: 3.0.2 (Collection 2)
1619032826273,DEBUG: product_id starting: T31TFJ_20200414T103021
1619032826273,DEBUG: s2_tile: T31TFJ
1619032826322,2021-04-21 19:20:26.322 117 INFO     do_lasrc_sentinel.py:93:runSr -- Surface reflectance processing of Sentinel-2 file: S2A_MSI_L1C_T31TFJ_20200414_20200414.xml
1619032826322,2021-04-21 19:20:26.322 117 INFO     do_lasrc_sentinel.py:105:runSr -- Processing XML file: S2A_MSI_L1C_T31TFJ_20200414_20200414.xml
1619032826322,2021-04-21 19:20:26.322 117 INFO     do_lasrc_sentinel.py:122:runSr -- Changing directories for surface reflectance processing: /var/scratch/7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511.SAFE
1619034656033,2021-04-21 19:50:56.033 117 INFO     do_lasrc_sentinel.py:163:runSr -- Starting TOA and surface reflectance processing ...
1619034656033,Using the semi-empirical approach for aerosol inversion
1619034656033,  XML input file: S2A_MSI_L1C_T31TFJ_20200414_20200414.xml
1619034656033,  AUX input file: L8ANC2020105.hdf_fused
1619034656033,Metadata satellite: Sentinel-2A
1619034656033,"         satellite (L8=0, L9=1, S2=2): 2"
1619034656033,"         instrument (OLI/TIRS=0, OLI=1, MSI=2): 2"
1619034656033,  Nband: 13
1619034656033,  Number of lines/samples: 10980/10980
1619034656033,"  Pixsize: 10.000000,10.000000"
1619034656033,  Nband thermal: 0
1619034656033,  Number of thermal lines/samples: 0/0
1619034656033,"  Pixsize: 0.000000,0.000000"
1619034656033,  Nband QA: 0
1619034656033,  Number of qa lines/samples: 10980/10980
1619034656033,"  Pixsize: 10.000000,10.000000"
1619034656033,  Fill value: 0
1619034656033,  Solar zenith: 36.618927
1619034656033,  Solar azimuth: 153.967224
1619034656033,Allocating memory for the data arrays ...
1619034656033,Reading Sentinel-2 TOA reflectance bands...
1619034656033,Performing atmospheric corrections for each reflectance band ...
1619034656033,Start surface reflectance corrections: Wed Apr 21 19:20:39 2021
1619034656033,"All Sentinel-2 bands will be processed, including bands 9 and 10, which is not the default."
1619034656033,The LUTs for urban clean case v3.0 have been read.  We can now perform atmospheric correction.
1619034656033,"Scene center line/sample: 5490.000000, 5490.000000"
1619034656033,"Scene center lat/long: 43.742935, 4.923742"
1619034656033,"   uwv, uoz, pres: 0.645000, 0.357500, 990.374634"
1619034656033,Performing atmospheric corrections for each Sentinel reflectance band ... Wed Apr 21 19:20:40 2021
1619034656033,  Band 1
1619034656033,  Band 2
1619034656033,  Band 3
1619034656033,  Band 4
1619034656033,  Band 5
1619034656033,  Band 6
1619034656033,  Band 7
1619034656033,  Band 8
1619034656033,  Band 8a
1619034656033,  Band 9
1619034656033,  Band 10
1619034656033,  Band 11
1619034656033,  Band 12
1619034656033,Starting retrieval of atmospheric correction parameters ... Wed Apr 21 19:20:46 2021
1619034656033,Obtaining the coefficients for the semi-empirical approach ... Wed Apr 21 19:20:46 2021
1619034656033,Aerosol Inversion using 6 x 6 aerosol window ... Wed Apr 21 19:20:46 2021
1619034656033,Interpolating the aerosol values in the 6x6 windows Wed Apr 21 19:21:09 2021
1619034656033,Expand the failed pixels Wed Apr 21 19:21:48 2021
1619034656033,Averaging the failed pixels Wed Apr 21 19:21:50 2021
1619034656033,"Second Pass  Pass number: 2, number of non-filled pixels: 1486150"
1619034656033,Performing atmospheric correction ... Wed Apr 21 19:49:35 2021
1619034656033,  Band 1
1619034656033,  Band 2
1619034656033,  Band 3
1619034656033,  Band 4
1619034656033,  Band 5
1619034656033,  Band 6
1619034656033,  Band 7
1619034656033,  Band 8
1619034656033,  Band 8a
1619034656033,  Band 9
1619034656033,  Band 10
1619034656033,  -- Band 10 so just use the TOA values
1619034656033,  Band 11
1619034656033,  Band 12
1619034656033,Writing surface reflectance corrected data to the output files ... Wed Apr 21 19:50:41 2021
1619034656033,2021-04-21 19:50:56.033 117 ERROR    do_lasrc_sentinel.py:166:runSr -- Error running lasrc.  Processing will terminate.
